tick,position_value,speed_value,angle_value,ang_vel_value,position_sample,speed_sample,angle_sample,ang_vel_sample
16355.0,-21.132552000239592,-3.709377694413899,-3.4495089021445144,-2.087082487902231,,,,
16356.0,-21.133738952138017,-3.7094547970893013,-3.4501767409911532,-2.0870799621648937,-21.133738952138017,-3.7094547970893013,-3.4501767409911532,-2.0870799621648937
16357.0,-21.13480170796982,-3.7095239505552398,-3.45077468773065,-2.0870776608753556,,,,
16358.0,-21.13603816970794,-3.7096045816184473,-3.4514703542653735,-2.087074841326752,-21.13603816970794,-3.7096045816184473,-3.4514703542653735,-2.087074841326752
16359.0,-21.137419660087886,-3.7096948987062204,-3.452247599859096,-2.087071450616218,,,,
16360.0,-21.138560317322654,-3.7097696143594194,-3.4528893327278696,-2.087068563009173,-21.138560317322654,-3.7097696143594194,-3.4528893327278696,-2.087068563009173
16361.0,-21.139754239649864,-3.709847973653325,-3.453561018038502,-2.0870654559142707,,,,
16362.0,-21.141080793238185,-3.709935243998128,-3.4543073031125164,-2.087061807794308,-21.141080793238185,-3.709935243998128,-3.4543073031125164,-2.087061807794308
16363.0,-21.142421587578948,-3.7100236591426836,-3.455061580607048,-2.0870579371388764,,,,
16364.0,-21.143526224368646,-3.7100966326078844,-3.455682989307209,-2.087054684244054,-21.143526224368646,-3.7100966326078844,-3.455682989307209,-2.087054684244054
16365.0,-21.14476189925951,-3.710178431003114,-3.4563780981748633,-2.087050936348567,,,,
16366.0,-21.146032374917603,-3.7102627209305648,-3.4570927666095868,-2.087046910603078,-21.146032374917603,-3.7102627209305648,-3.4570927666095868,-2.087046910603078
16367.0,-21.147231417305566,-3.710342432243915,-3.457767235750913,-2.0870429970951987,,,,
16368.0,-21.148495833983528,-3.7104266697884576,-3.458478461741867,-2.0870387326999493,-21.148495833983528,-3.7104266697884576,-3.458478461741867,-2.0870387326999493
16369.0,-21.149779823669544,-3.710512400002796,-3.4592006795474153,-2.0870342437700193,,,,
